id,firstName,lastName,address,city,state,zip,phone,sex,birthDate,stat,mood,charge
4373,Keleigh,Dinesen,3477 Walnut Rd,Cloverport,KY,40111,859-820-1976,1,1951-11-23,55.562077809478986,didactic,FIREARM DISCHARGE BB GUN
4374,Teon,Leece,5663 Redwood Road,Jonesville,VT,05466,802-017-2712,0,1991-05-23,18.605512593300922,moody,DUI HIGH RTE OF ALC BAC 10 16 4TH OFF OR SUBSEQUENT
4375,Angelita,Sowersby,P.O. Box 652,Edgewood,TX,75117,737-846-0092,1,1960-08-09,33.49518017027566,forthright,ALCOHOLIC BEVERAGES IN COUNTY PARK
4376,Milana,McAw,4590 Chestnut Ln,Hebron,CT,06248,203-216-7700,1,1955-08-23,27.517205891898698,misunderstood,VIOLATION OF PROTECTIVE ORDERS
4377,Vickey,Ravel,7473 Hickory St,Ottine,TX,78658,281-017-0392,1,1989-07-26,43.39489730089653,lost,LIGHTS REFLECTORS REQUIRED FOR BICYCLE
4378,Geoff,Kick,3931 Sassafras Ln,Polo,MO,64671,636-231-1004,0,1985-07-26,58.56645766778191,daring,INSTITUTIONAL VANDALISM PLACE WORSHIP
4379,Yvonda,Melladew,P.O. Box 4453,Henefer,UT,84033,385-393-1759,1,1966-02-23,88.83306171336783,treasured,DUI CONTROLLED SUBSTANCE SCHEDULE 1 1ST OFFENSE
4380,Jocely,Kike,4324 Hickory Ln.,Cruger,MS,38924,228-657-9070,1,1950-08-17,82.1160740856557,calm,AMPLIFIED NOISE FROM VEHICLE OR HANDHELD DEVICE
4381,Tiki,Hartzog,9117 Plum Rd,Tampa,FL,33673,786-522-8530,1,1963-02-28,17.3093769271187,revitalized,PROHIBIT USE OF REQUIRED EQUIPMENT OR PARTS
4382,Midori,Pastor,5270 Redwood Boulevard,San Jose,CA,95173,858-943-7146,1,1960-05-18,63.18118086442761,sentimental,OPEN CONTAINER ADULT
4383,Josefina,Cuncarr,1492 Peach Blvd.,Boonsboro,MD,21713,443-310-2939,1,1967-03-25,25.381689270692366,accomplished,DOG ATTACKS HUMAN W O PROVOCATION
4384,Kelani,Pearson,7155 Cedar Ave.,Leonard,OK,74043,580-491-2113,1,1970-04-06,58.979225169770935,burdened,OPEN CONTAINER PRIMA FACIE EVIDENCE OF CONSUMPTION
4385,Leya,Gates,286 Larch Ln,Niota,IL,62358,872-726-9853,1,1970-11-14,27.8471244293315,satisfied,ILLEGAL TRANSFER AS INDUCEMENT
4386,Chantrell,Parton,2782 Magnolia Boulevard,Montauk,NY,11954,934-881-7842,1,1987-03-04,94.77272630170867,moody,DRG LIC SUS REV PURS TO SEC 3802 1547B1
4387,Marita,de Voiels,8081 Hawthorn Ln.,Gile,WI,54525,262-013-3958,1,1980-09-12,16.290632303734252,aware,COMMITMENT FINE FOR CONTEMPT
4388,Tiera,Stivani,7420 Gum Avenue,New York,NY,10280,914-722-0767,1,1950-04-18,13.883819647660651,resistant,ALTERATION DESTRUCTION OF VIN
4389,Derrius,Dutt,4771 Yellowwood Blvd,Miami,FL,33106,954-546-3698,0,1997-09-10,52.42865973105808,obvious,HINDER APP PROSEC FALSE INFO TO LEO
4390,Cienna,Dagnall,7452 Crabapple Rd.,Lebanon,GA,30146,478-794-7895,1,1975-10-19,87.64028620816289,inhibited,TOO SLOW FOR CONDITIONS
4391,Laquandra,Poulgreen,6591 Crabapple Rd.,Henrico,VA,23255,571-478-4767,1,1959-03-23,82.86379366041841,reckless,DUI CONTROLLED SUBSTANCE OR METABOLITE 2ND OFFENSE
4392,Emil,Vasyunichev,5353 Chestnut Boulevard,Dilliner,PA,15327,412-617-7396,0,1956-01-07,24.432310085144906,renewed,SUSPENSION OF OPERATING PRIV
4393,Treg,Rothert,7255 Fir Ln.,Woodward,OK,73801,580-643-4862,0,1978-12-24,57.56174093796874,evil,FALSE FRAUD ETC SALES OF UNSTAMP CIG
4394,Maritsa,Tunna,P.O. Box 8924,Goodwell,OK,73939,405-587-8241,1,1994-01-15,80.90677678940132,empowered,LOITERING AND PROWLING
4395,Shariff,Petruk,2396 Maple St.,Sunnyvale,CA,94085,714-942-8448,0,1979-12-07,43.25970343276222,awe,PERSON ATTEMPTS OR SELLS LICENSE TO CARRY A FIREARM FOR FEE IN EXCESS OF S
4396,Trista,Meeking,3504 Maple Rd,Le Grand,IA,50142,641-019-9507,1,1985-08-27,34.30399005010214,giving,EXCEED 55 MPH IN OTHER LOC BY 29 MPH
4397,Jerusalem,DelaField,4548 Ash Rd.,Chebanse,IL,60922,815-347-0478,1,1986-10-03,25.798299523630945,renewed,PURCH ETC ALCOH BEV BY A MINOR
4398,Aurielle,Maith,1205 Elderberry St,Roanoke,VA,24011,804-746-2517,1,1954-04-21,10.601566529848105,objective,TRANSIENT FAIL TO VERIFY ADDRESS OR BE PHOTOGRAPHED
4399,Cherish,Warre,5432 Willow Ct.,Bay City,WI,54723,414-645-3023,1,1994-08-28,48.78767837984218,practical,UNLAWFUL USE OF COMPUTER DESTROY DATA
4400,Irena,Strass,1498 Willow Ln,Strasburg,ND,58573,701-498-3621,1,1972-08-09,43.47686615233263,panicky,USE INTERCEPTED COMMUNICATIONS
4401,Nicholos,Edgerton,9091 Yellowwood Ct.,Omaha,NE,68154,531-249-1779,0,1994-04-06,29.41465221921608,justified,EXCEED 35 MPH IN URBAN DIST 35 MPH
4402,Kailin,Pittem,1121 Redwood Ave.,New Germany,MN,55367,612-127-1647,1,1992-04-28,96.22128014325217,shamed,CURFEW CONDITIONS AGE LIMITS
4403,Vaness,Lyste,8775 Oak Court,Florence,SC,29502,843-539-1710,1,1993-06-21,99.53443291569356,sick,EXCEED 55 MPH IN OTHER LOC BY 2 MPH
4404,Lizvette,Bonallick,7263 Cherry Ln.,Sacramento,CA,94282,818-629-8770,1,1981-09-20,83.13905193682507,humble,RECEIVES ADVANCE PAYMENT FOR SERVICES AND FAILS TO PEFORM
4405,Tiffay,Pybworth,6841 Walnut Rd.,Robinsonville,MS,38664,228-386-5000,1,1980-01-08,22.250982493588012,vengeful,MISBRANDING FALSE LABELING
4406,Trino,Cheeney,2745 Elm Rd.,Norfolk,VA,23514,703-002-5778,0,1957-01-04,60.72747738788925,harmonious,POSS LIQ AMMONIA FOR PURPOSE OTHER THAN AGR IND
4407,Shawnie,Perelli,6759 Redwood Ave.,Fort Lauderdale,FL,33348,239-108-7723,1,1994-10-17,79.03990114669382,daring,CHEMICAL TESTING TO DETERMINE ALCOHOL CONT SUBS
4408,Leyla,Riches,6844 Spruce Avenue,Ostrander,MN,55961,952-176-4340,1,1952-02-25,87.7307243944299,nauseated,EXCEED 25 MPH RESIDENCE DIST BY 38 MPH
4409,Link,Hagger,8632 Willow Road,Angela,MT,59312,406-036-9719,0,1969-05-18,66.42731450505961,rebellious,AGG IND ASSAULT THREAT OF FORCIBLE COMPULSION
4410,Darnisha,Waterman,7633 Sassafras Boulevard,Columbia,SC,29208,864-281-3237,1,1989-05-09,76.12807970068837,powerful,VIOL COND OF OCCUP LIM LIC
4411,Ulysses,Spillman,4526 Sassafras Rd.,Graysville,AL,35073,205-135-9067,0,1997-10-07,26.297743699056728,nerdy,OPERATE HEAD LAMPS DURING HOURS OF DARKNESS
4412,Moussa,Saffle,9758 Fir Court,Boiling Springs,SC,29316,854-227-9140,0,1962-06-07,71.58266695623203,irrational,PARK CONDUCT
4413,Demarcus,D'Antonio,4741 Hawthorn Ln.,Baton Rouge,LA,70814,225-959-4490,0,1990-05-06,85.0189657248259,knowledgeable,DISORDERLY PRACTICES
4414,Kendahl,Skae,6199 Olive Street,El Paso,TX,88511,361-593-0945,1,1989-12-16,97.69365506826203,compassionate,IDSI UNCONSCIOUS VICT
4415,Sallie,Jeskin,5937 Tupelo Ln.,Alpine,AL,35014,256-712-9624,1,1992-07-20,20.982681590183,bored,ALCOHOLIC BEVERAGES PROHIBITED ON HAMILTON MALL
4416,Migdalia,MacCoveney,6343 Crabapple Circle,Clune,PA,15727,878-930-9587,1,1959-01-16,51.9887946625336,vivacious,HARASSMENT STALKING BY COMM ADD LEWD OBSCENE ETC
4417,Kujtim,Lamping,4129 Palm Rd,Lufkin,TX,75904,430-657-9805,0,1966-12-14,47.97759298877574,thrifty,LOITERING CONTROLLED SUBSTANCE
4418,Layna,Cupper,4754 Apple Ave,Deltaville,VA,23043,540-743-1591,1,1989-04-21,61.164459821267634,superior,MUN HOUSING CODE AVOID FOURTH OR SUBS VIOL
4419,Reza,Kwietek,6828 Plum Blvd,Washington,DC,20050,202-503-6280,0,1990-06-07,22.025016756239037,dorky,REGISTRATION W IN TEN DAYS CHANGE OF RESIDENCE
4420,Quanah,Schimmang,7918 Larch Rd.,Ridgefield,WA,98642,509-102-9522,0,1994-05-07,56.1304740375914,blah,EXCEED 35 MPH IN URBAN DIST 29 MPH
4421,Michaelle,Karoly,3603 Fir Street,Marshes Siding,KY,42631,502-709-3134,1,1958-06-04,94.02450547511107,grumpy,UNAUTH USE MOTOR OTHER VEHICLES
4422,Velma,Goldring,3190 Locust Road,Petrified Forest Natl Pk,AZ,86028,602-943-3324,1,1991-12-18,82.13020610504755,warlike,COERCE THREAT ACCUSE OF CRIME
4423,Eliseo,Lewknor,P.O. Box 5670,Southampton,NY,11968,917-859-8092,0,1959-06-12,29.79331897499403,aroused,VACCINATION AGAINST RABIES REQUIRED PROOF OF VACCINATION
4424,Jerson,Ginman,9818 Sumac Ln,Philippi,WV,26416,304-659-7961,0,1997-05-31,31.959099163472327,off,RIDE MOTORCYCLE MORE THAN 2 ABREAST
4425,Shakeela,Mundee,4803 Spruce Rd,Pittsboro,NC,27312,828-253-3442,1,1967-07-27,26.505108389144294,competent,OPEN CONTAINER PRIMA FACIE EVIDENCE OF CONSUMPTION
4426,Renauld,Samuel,9563 Crabapple Ave,Uncasville,CT,06382,860-106-6848,0,1961-09-08,17.249475298592362,vacant,SALE OF CERTAIN FISH REPTILES AND AMPHIBIANS PROHIBITED
4427,Lauren,MacGow,1562 Pear Ct,North Hollywood,CA,91618,562-999-5778,1,1969-11-20,62.73613302456708,condemned,FALSE ALARMS TO AGENCY OF PUBLIC SAFETY
4428,Decarlo,Boundy,6769 Redwood Blvd,Reno,NV,89557,725-956-5443,0,1964-12-14,94.2451990037375,inept,DEFIANT TRESSPASS
4429,Brigham,Henrys,1879 Dogwood Ct.,Mount Olive,AL,35117,256-595-6551,0,1978-09-10,86.31158983089949,naughty,RECOVERY OF COSTS FOR POLICE SERVICES
4430,Mckayla,Grishin,5902 Plum Lane,Tropic,UT,84776,435-292-8058,1,1980-06-25,49.80290732974062,dirty,EXCEED 25 MPH RESIDENCE DIST BY 32 MPH
4431,Britini,Martensen,4558 Olive Avenue,Lebanon,OR,97355,541-520-2228,1,1976-02-08,95.9908132412279,caring,PUBLIC URINATION AND DEFICATION PUBLIC PLACE
4432,Ikesha,Exton,7420 Locust Ln,Laton,CA,93242,619-626-6505,1,1961-11-23,13.739905601190852,mystified,ANIMAL NUISANCE
4433,Kayli,Killner,5445 Pine Street,Rochester,IL,62563,309-323-2244,1,1964-09-21,81.1697013449156,exuberant,POSS LIQUEFIED AMMONIA IN UNAPPROVED CONTAINER
4434,Sheeba,Fronek,7876 Dogwood Avenue,Irwinton,GA,31042,706-628-5368,1,1956-01-02,34.49108358315931,alert,AGGRAVATED ASSAULT
4435,Jacquiline,Pietrasik,2688 Apple Road,Mindenmines,MO,64769,660-818-3016,1,1984-03-24,48.99622648454115,exasperated,ARREST PRIOR TO REQUISITION
4436,Kristal,Maccaig,3934 Willow Avenue,Brentwood,MD,20722,301-547-6661,1,1977-02-20,16.326040078521707,unfit,FAIL TO PRES BIG GAME INSP CHECK STAT
4437,Zitlali,Rexworthy,7477 Chestnut Ave,Chico,CA,95926,916-764-5633,1,1968-12-14,76.66531542279311,belittled,DUI COMMERCIAL VEHICLE BAC 04 2ND OFFENSE
4438,Jesscia,Corner,P.O. Box 42,Canton,MN,55922,320-870-2021,1,1990-06-04,23.046992769018228,relieved,EXCEED 55 MPH IN OTHER LOC BY 70 MPH
4439,Raechelle,Bollen,7331 Locust Ave,Belton,SC,29627,854-266-9595,1,1976-08-22,21.56031586762322,hungry,WEAPONS DEVICES
4440,Kimiya,Kloisner,8844 Palm Ave,Rockville,IN,47872,317-516-8051,1,1966-08-27,43.691286610479885,feisty,ANY WHO ILLEGALLY DISSEMINATES INFORMATION
4441,Nicolaos,Reddle,8717 Hickory Rd.,Mount Holly,VA,22524,276-208-0360,0,1958-12-04,10.283058488715136,stumped,FAIL TO DISPLAY RED FLAGS AND LIGHTS
4442,Pietro,Dadley,8687 Oak Road,Mcintosh,NM,87032,575-177-4650,0,1960-03-26,19.971074318151736,tragic,OPEN CONTAINER CONSUMPTION ALCOH PUBLIC PROHIBITED
4443,Yusef,Pegler,9518 Elderberry Avenue,Gloucester,MA,01931,857-147-4471,0,1979-09-03,24.155175420029806,yearning,BICYCLE OPERATION AND PARKING
4444,Keri,Zealy,1886 Alder Blvd.,Pewee Valley,KY,40056,859-058-5682,1,1960-01-14,41.54460395079638,melancholic,DELIVER FIREARM AFTER INST CRIM REC CHECK
4445,Edlyn,Desquesnes,2765 Plum Rd.,Bainbridge,GA,39819,912-902-8180,1,1996-06-22,93.01520284132272,interrogated,INTIM WIT VICT WITHHOLD INFORMATION
4446,Meribeth,Cannaway,P.O. Box 811,Olympia,KY,40358,502-908-0830,1,1952-04-19,48.18513838644766,slandered,REG VEHICLE CERT OF TITLE
4447,Randell,Seear,7010 Redwood Street,Memphis,TN,38173,629-567-2622,0,1972-12-30,47.36984480391217,disposable,EXCEED 25 MPH RESIDENCE DIST BY 43 MPH
4448,Liba,Kennedy,7197 Plum St.,Saint Lucas,IA,52166,319-208-3744,1,1950-10-30,63.3740877380304,irrational,HARASSMENT STALKING BY COMM ADD REPEATED ANONYMOUS
4449,Marcy,Rummer,4439 Pine Ave.,Harmony,RI,02829,401-051-6036,1,1976-01-26,93.65314185124983,awed,WEAR USE INSIGNIA OF GRAND LODGE W O AUTH
4450,Anthonie,Spradbrow,5442 Cherry Rd,Elkton,MD,21921,410-517-0655,0,1958-03-08,32.12777736154232,indignant,CONCEAL INFO AFFECTING BENEFITS
4451,Steffany,Nelhams,977 Juniper Ln.,Louisville,KY,40204,502-237-4772,1,1984-05-25,17.368857035851256,stubborn,SALE OF VETERANS MARKER PROHIBITED
4452,Janika,Giacoppoli,9348 Tulip Tree Ln,Cohoctah,MI,48816,734-751-0411,1,1966-03-30,83.20660747979727,impressed,INMATE WHO POSSESSES OBSCENE MATERIAL
4453,Jamir,Cottey,2430 Tupelo Ct,Sullivan,IL,61951,217-906-4973,0,1981-07-13,73.19479718631547,loved,BOMB THREATS PLACE OR SET BOMB
4454,Ebone,Healeas,9341 Spruce St.,Alton,IA,51003,515-844-5245,1,1952-08-09,58.85455313962978,embarrassed,USE POSSES PROHIBITED BULLETS
4455,Qadir,Grazier,9724 Pear Court,Elderton,PA,15736,814-100-3136,0,1955-02-25,34.27473033610709,evasive,FORGERY
4456,Nitza,Braidford,6414 Hickory Ct,Woodbourne,NY,12788,680-124-9188,1,1985-08-28,98.07331840059003,renewed,HUNT WITHOUT SECURING LICENSE
4457,Anastacio,Gallie,3704 Cedar Ct,Lafayette,IN,47905,463-448-2106,0,1964-07-15,36.346075412073986,pampered,KENNEL CLASS C ESTABLISH PROGRAM TO CONTROL INSECTS
4458,Taft,Venables,2338 Juniper Blvd.,Canyon Country,CA,91387,657-863-9965,0,1954-04-16,73.52434399179432,uncomfortable,REGISTRATION PLATE DECAL
4459,Marina,Robyns,3490 Pine Way,Vershire,VT,05079,802-365-8088,1,1969-02-16,54.14955306338434,replenished,EXCEED MAX SPEED LIM ESTB BY 39 MPH
4460,Kattie,Deniske,4612 Yellowwood Blvd.,Pineland,SC,29934,803-708-1178,1,1989-07-15,76.11214744944347,indifferent,ROBBERY INFLICT THREAT IMM BOD INJ
4461,Lyann,Jenkison,2744 Ash Road,Duluth,MN,55806,507-335-7349,1,1985-07-22,90.08609388429704,trembly,EXCEED MAX SPEED LIM ESTB BY 22 MPH
4462,Dodie,Domesday,4402 Dogwood Circle,Thorndale,PA,19372,724-814-7764,1,1993-07-02,67.28657625754194,remorse,EXCEED 55 MPH IN OTHER BY 54 MPH
4463,Zobeida,Duro,4521 Palm St.,Mohawk,WV,24862,681-373-0760,1,1970-09-04,98.90976361352818,tense,DISORDERLY PRACTICES ALCOHOL COMSUMPTION
4464,Nelia,Myles,P.O. Box 9679,Brierfield,AL,35035,334-659-0808,1,1950-01-27,88.42487429778689,overjoyed,TINTED WINDOWS COMPLIANCE W FED REGULATIONS
4465,Cassandre,Grzegorczyk,5527 Larch Boulevard,Russell,NY,13684,607-387-8894,1,1951-11-17,72.8461345618623,smothered,ECCOTERRORISM PREVENT OR OBSTRUCT INDIVIDUAL FROM LAWFULLY USING ANIMAL PLANT NATUARL RESOURCE
4466,Lissa,McQuorkel,2723 Plum Ave.,Campbell,CA,95008,442-397-9026,1,1957-03-20,24.637730900815658,testy,NOTIFY THE DEPARTMENT PRIOR TO THE EUTHANIZATION OF ANY DOG
4467,Jakeline,Angeli,1544 Redwood Blvd,Glenwood Springs,CO,81601,303-735-7727,1,1954-02-20,29.787324947954847,inclusive,VIOLATION OF MUNICIPAL PARK HOURS
4468,Myah,Knock,2768 Spruce Blvd,Kents Hill,ME,04349,207-635-7334,1,1988-10-07,35.21960113942232,crazy,IDENTIFYING MARKINGS
4469,Shilpa,Pahler,6893 Beech St,Topeka,KS,66616,620-553-4738,1,1956-10-27,60.89445656658723,leery,HARASSMENT PHYSICALLY STRIKE KICK ETC
4470,Jannett,Lievesley,6400 Larch Ct.,Bairoil,WY,82322,307-086-2734,1,1985-10-09,63.48347631292342,renewed,AGGRAVATED ROBBERY
4471,Rollin,Rowe,9898 Locust St,Malvern,AL,36349,205-556-6280,0,1955-01-23,54.01644934364165,furious,PROHIBITING ALCOHOL IN SYSTEM UNDER 21 YEARS OF AGE
4472,Emeterio,Volonte,9130 Spruce Ave.,Bailey Island,ME,04003,207-536-9013,0,1995-11-30,45.925403995663984,appalled,INTERCEPT COMMUNICATIONS
4473,Krisann,Gavan,P.O. Box 4548,Pocono Lake Preserve,PA,18348,717-737-4364,1,1954-06-09,54.36515094451911,haunting,DUTY OF DRIVER IN EMERGENCY RESPONSE AREAS PASS IN LANE NOT ADJACENT TO AREA
4474,Mel,Scurrah,5417 Elderberry Blvd.,Douglasville,GA,30134,478-069-6102,0,1970-03-15,68.6228845067001,energized,HARASSMENT ALARM REPEAT ANNOY
4475,Vonna,Cawdery,8565 Linden Blvd,Basalt,ID,83218,208-122-9806,1,1963-05-01,73.39539023702501,up,EXCEED 25 MPH RESIDENCE DIST BY 14 MPH
4476,Stevi,Toffanini,7428 Larch Ln,Toddville,MD,21672,410-781-7820,1,1956-10-19,68.98694977746497,stunned,ISSUE LIC W O APPOINT BOND
4477,Arcenio,Shoebottom,3199 Locust St,Parcel Return Service,DC,56915,202-374-9737,0,1992-10-06,69.27787094340553,private,AGGRAV INDEC ASSLT W O CONS
4478,Gwendol,Rubinov,3645 Pine Ave.,Erie,PA,16510,412-555-0088,1,1971-01-22,97.18338609756476,petty,ALTER OBLITERATE MARK OF IDENTIFICATION
4479,Terran,Zanicchelli,2920 Oak Circle,Brooklyn,NY,11204,917-116-3655,0,1978-03-02,57.404425080893965,cheerful,UNLAWFUL POSS RETAIL LIBRARY THEFT INSTRUMENTS
4480,Yohanna,Faiers,9081 Gum Circle,Wellington,KY,40387,502-361-8876,1,1968-11-19,25.5367773340611,talkative,EXCEED 65 MPH FOR ALL VEHICLES BY 28 MPH
4481,Eugina,O'Hartnedy,1775 Yellowwood Ave.,Plevna,MO,63464,816-514-8591,1,1976-04-19,25.333429947783575,liable,EXCEED 55 MPH IN OTHER LOC BY 30 MPH
4482,Obinna,Filyukov,3954 Walnut Court,Gaylord,MI,49735,906-029-8921,0,1956-05-11,85.04142039766099,questioned,TRAPS FIREARMS AMMUN AND OTHER DEVICES
4483,Patience,Lidington,5101 Crabapple Lane,Logan,IA,51546,641-360-5543,1,1950-07-18,20.011401661518853,capable,OPERAT VEH W O VALID INSPECT
4484,Lakeya,Puncher,9825 Magnolia Ct,Palmer,MA,01069,351-134-7130,1,1968-11-20,39.74204054086911,harmonious,POSSESSION OF UNSTAMPED CIGARETTES
4485,Adonna,Scorrer,202 Alder Ln.,Jackson,MS,39282,662-702-1285,1,1997-10-24,64.51898119076318,content,WILLFULLY FAILS OR REFUSES TO MAKE ANY SUCH CONTRIBUTION OR OTHER PAYMENT REQUIRED
4486,Passion,Secombe,3361 Locust Ct.,Amelia,OH,45102,419-598-4113,1,1961-02-18,49.247006094963595,tranquil,EXCEED 25 MPH RESIDENCE DIST BY 46
4487,Dagoberto,Ajsik,P.O. Box 4121,Granite Bay,CA,95746,909-571-8559,0,1970-07-17,14.563174096910195,horrified,DISORDERLY CONDUCT TOWARDS LAW ENFORCE OFFICER
4488,Khristopher,Vamplus,8142 Hawthorn Ct,Carmen,OK,73726,580-145-6468,0,1981-03-22,59.67254499745512,serene,UNAUTHORIZED SCHOOL BUS ENTRY
4489,Krystian,Scothern,399 Cypress Lane,Atlanta,GA,30349,404-847-3135,0,1984-02-25,83.06277531179988,jumpy,OBSTRUCTED WINDOW
4490,Kollin,Tice,5700 Hawthorn Road,Everson,PA,15631,484-963-3355,0,1958-08-14,81.15609661223182,condemned,EXCEED MAX SPEED LIM ESTB BY 14 MPH
4491,Roselinda,Boulger,4151 Elderberry Ct.,Corpus Christi,TX,78470,254-782-4333,1,1957-02-14,53.498541062194164,disheartened,OPERATING WATERCRAFT WITH ANY AMOUNT OF SCHEDULE II OR III IN SYSTEM 2ND OFFENSE
4492,Starlene,Warratt,2076 Chestnut Ave,Kansas City,MO,64134,314-489-0926,1,1984-10-16,90.04401919616123,detached,PEDEST FAIL TO COMPLY W BRIDGE SIGNAL
4493,Yong,Rawcliff,1705 Elm Avenue,Alpine,WY,83128,307-923-5627,0,1952-09-05,62.03258582459622,quizzical,DISORDERLY GATHERINGS
4494,Kaylea,Flipsen,699 Apple Road,Stamford,NE,68977,402-359-9643,1,1969-12-07,72.69906799577355,benevolent,RECD SUSD FICT ALTD ETC DRIVERS LIC
4495,Shaheem,Hurran,3267 Walnut St,Short Creek,WV,26058,304-951-0108,0,1955-04-08,64.91536736290044,mischievous,COUNTY PARK HOURS OF OPERATION VIOLATION
4496,Britainy,Alliberton,8840 Olive Lane,Walcott,WY,82335,307-688-5747,1,1962-09-28,51.87606646313803,blank,EXCEED 35 MPH IN URBAN DIST 31 MPH
4497,Lysa,Bodimeade,P.O. Box 7294,Jean,NV,89019,775-017-2487,1,1990-05-23,18.05719108038427,petty,BURGLARY NOT ADAPTED FOR OVERNIGHT ACCOMMODATION PERSON PRESENT
4498,Tamieka,Solomon,5219 Ash Ln,Roslyn,NY,11576,212-369-2397,1,1971-07-25,30.172084684393795,suffocated,CARRY DISCH AIR RIF HWY PUB LAND PUB PLAC
4499,Kanwal,Brocklehurst,8646 Poplar Rd,West Bloomfield,MI,48322,810-080-5052,1,1974-01-02,11.784312481447314,entertained,DUI CONTROLLED SUBSTANCE SCHEDULE 2 OR 3 2ND OFFENSE
4500,Kuuipo,Banaszewski,1455 Walnut Boulevard,Wichita Falls,TX,76306,806-819-6422,1,1965-10-04,89.10926400166167,disconnected,EXCEED 35 MPH IN URBAN DIST BY 10 MPH
4501,Tiffney,Mackney,217 Elm Road,Avon Lake,OH,44012,614-828-1434,1,1984-05-04,57.48335201603318,serious,IDSI PERSON UNCONSCIOUS
4502,Anand,Cotesford,P.O. Box 3594,Kasbeer,IL,61328,309-570-2606,0,1985-01-24,44.36929049768304,mocking,EXCEED 25 MPH RESIDENCE DIST BY 8 MPH
4503,Theran,Currom,6972 Locust Lane,Pellville,KY,42364,270-455-0186,0,1996-12-13,30.158117513875297,hostile,MURDER
4504,Kionna,Weatherdon,7885 Elm Road,Derby,VT,05829,802-297-0223,1,1960-05-19,36.692475921116724,hungry,VIOL SPLASHGUARD REG
4505,Maggi,Marty,2353 Locust St,Jud,ND,58454,701-466-6876,1,1991-11-26,63.79892265270936,leery,PUB AD OF ILLEGAL LOTT NUM GAME
4506,Ladona,Sly,984 Elderberry Court,Fort Lauderdale,FL,33308,904-661-9300,1,1971-08-09,30.150818355480205,restricted,PROM PROS TRANSPORT PROST IN CMWLTH
4507,Tamara,Cuddy,9869 Hickory Rd.,Eolia,KY,40826,502-245-9885,1,1981-07-28,66.07136150007874,convicted,DISORDERLY HOUSE
4508,Giacomo,Craddock,9064 Hickory Ave,Harriman,NY,10926,332-269-4698,0,1975-08-23,59.80326903649503,somber,IMPROPER SAFETY CHAINS
4509,Mindie,Headon,P.O. Box 7662,Bushwood,MD,20618,667-507-2675,1,1972-02-06,47.73984773841741,listless,REMOVAL OF OR TAMPERING WITH EQUIPMENT
4510,Tam,McCaw,6744 Gum Court,Grambling,LA,71245,318-011-2218,0,1962-11-21,66.31873524839827,enchanted,TAKE KILL BIG GAME BEYOND DAILY SEASON LIMITS
4511,Yalitza,Vint,5952 Pear St,Sugar Land,TX,77478,903-503-2800,1,1966-09-16,44.9771965161717,dumb,FAIL TO NOT POLICE DEPART OF ACCI
4512,Shabreka,Capron,6497 Alder Road,Penngrove,CA,94951,213-028-0215,1,1985-06-06,57.29192182303822,fantastic,SCATTERING RUBBISH
4513,Shemar,Fattorini,6988 Hawthorn Ave,Goodfellow Afb,TX,76908,325-191-6594,0,1987-04-26,87.14676420396158,fact,PEDDLING LICENSE REQUIRED
4514,Sheryll,Mosson,7877 Sumac Ct.,Prospect,OR,97536,541-115-9433,1,1969-11-05,35.276920652421595,hyper,FAIL TO KEEP FILE REGD PER INC TAX REC
4515,Salwa,Thebe,6384 Locust Ct.,Arthur,IL,61911,773-430-6018,1,1951-02-03,13.819505802088152,pleased,DANGEROUS BURNING
4516,Bertin,Leyland,2620 Maple Ct,Charleston,WV,25365,304-811-2442,0,1954-04-03,57.34054480724542,witty,DRUG PURCHASE OR RECEIVE IN COMMERCE
4517,Maiyer,Goneau,2497 Larch Boulevard,Saint Louis,MO,63158,816-861-1303,1,1962-11-26,11.004922358177819,berated,EXCEED 25 MPH RESIDENCE DIST BY 35 MPH
4518,Nolen,Emor,9426 Redwood Boulevard,Sinclairville,NY,14782,718-397-6660,0,1969-06-29,47.120355792344135,reborn,THEFT PROPERTY LOST ETC BY MISTAKE
4519,Ieisha,Stovold,P.O. Box 752,Canton,TX,75103,806-028-3787,1,1961-08-05,91.75219364259497,crazy,DUI INDIVIDUAL UNDER ALCOHOL AND DRUGS 2ND OFFENSE
4520,Sweta,Curthoys,8935 Hawthorn Boulevard,Ashtabula,OH,44004,740-352-2684,1,1967-04-25,21.801390780986694,alarmed,EXCEED 35 MPH IN URBAN DIST 65 MPH
4521,Rishi,Mozzini,7191 Ash Way,Young,AZ,85554,623-473-7002,0,1992-11-30,43.83740985574524,leery,IMPROP TIRES
4522,Jacolby,Acock,1632 Crabapple Blvd,Quay,NM,88433,575-327-5666,0,1996-05-15,21.31953464001792,joyous,EXCEED 65 MPH FOR ALL VEHICLES BY 7 MPH
4523,Katie,Girardey,5539 Cypress Blvd.,Salisbury,NC,28146,252-156-9026,1,1954-02-05,38.0492277368588,broken,NEGLIGENT OPERATION OF A WATERCRAFT
4524,Toyia,Dodd,9991 Apple Rd.,Tamworth,NH,03886,603-870-2308,1,1962-12-15,91.1941195293421,sabotaged,CARRY POSSES OPENED VESSEL WITH ALCOHOL IN BORO
4525,Ani,Brayford,P.O. Box 2948,Joliet,IL,60435,815-463-9780,1,1984-08-24,98.79472334570602,secure,MAKING FALSE AMBULANCE REQUESTS
